objectid,filename,youtubeid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement
coll0076,bg08.JPG,,SLIS Pic 76,SLIS @ 60 Committee,1986-04,lorem ipsum dolor,information science,Quezon City,40.53123128,20.86528286,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0077,bg09.JPG,,SLIS Pic 77,SLIS @ 60 Committee,1986-05,lorem ipsum dolor,upslis; 60th anniversary;,Quezon City,40.87624792,21.2102995,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0078,bg10.JPG,,SLIS Pic 78,SLIS @ 60 Committee,1986-06,lorem ipsum dolor,faculty; teacher,Quezon City,41.22126456,21.55531614,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0079,bg10a.jpg,,SLIS Pic 79,SLIS @ 60 Committee,1986-07,lorem ipsum dolor,dean; library,Quezon City,41.5662812,21.90033278,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0080,bg11.JPG,,SLIS Pic 80,SLIS @ 60 Committee,1986-08,lorem ipsum dolor,information science,Quezon City,41.91129784,22.24534942,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0081,bg16.JPG,,SLIS Pic 81,SLIS @ 60 Committee,1986-09,lorem ipsum dolor,upslis; 60th anniversary;,Quezon City,42.25631448,22.59036606,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0082,bg-boxleft.jpg,,SLIS Pic 82,SLIS @ 60 Committee,1986-10,lorem ipsum dolor,faculty; teacher,Quezon City,42.60133112,22.9353827,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0083,bg-boxright.jpg,,SLIS Pic 83,SLIS @ 60 Committee,1986-11,lorem ipsum dolor,dean; library,Quezon City,42.94634776,23.28039934,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0084,book2.jpg,,SLIS Pic 84,SLIS @ 60 Committee,1986-12,lorem ipsum dolor,information science,Quezon City,43.2913644,23.62541597,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0085,books.jpg,,SLIS Pic 85,SLIS @ 60 Committee,1987-01,lorem ipsum dolor,upslis; 60th anniversary;,Quezon City,43.63638103,23.97043261,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0086,bor-683-01301961.jpg,,SLIS Pic 86,SLIS @ 60 Committee,1987-02,lorem ipsum dolor,faculty; teacher,Quezon City,43.98139767,24.31544925,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0087,bor-685-04141961.jpg,,SLIS Pic 87,SLIS @ 60 Committee,1987-03,lorem ipsum dolor,dean; library,Quezon City,44.32641431,24.66046589,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0088,bor-686-06141961.jpg,,SLIS Pic 88,SLIS @ 60 Committee,1987-04,lorem ipsum dolor,information science,Quezon City,44.67143095,25.00548253,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0089,bor-687-07271961.jpg,,SLIS Pic 89,SLIS @ 60 Committee,1987-05,lorem ipsum dolor,upslis; 60th anniversary;,Quezon City,45.01644759,25.35049917,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0090,catalog1.jpg,,SLIS Pic 90,SLIS @ 60 Committee,1987-06,lorem ipsum dolor,faculty; teacher,Quezon City,45.36146423,25.69551581,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0091,cds1.JPG,,SLIS Pic 91,SLIS @ 60 Committee,1987-07,lorem ipsum dolor,dean; library,Quezon City,45.70648087,26.04053245,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0092,cds2.JPG,,SLIS Pic 92,SLIS @ 60 Committee,1987-08,lorem ipsum dolor,information science,Quezon City,46.05149751,26.38554909,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0093,cds3.JPG,,SLIS Pic 93,SLIS @ 60 Committee,1987-09,lorem ipsum dolor,upslis; 60th anniversary;,Quezon City,46.39651415,26.73056572,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0094,cds4.JPG,,SLIS Pic 94,SLIS @ 60 Committee,1987-10,lorem ipsum dolor,faculty; teacher,Quezon City,46.74153078,27.07558236,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0095,comp1.jpg,,SLIS Pic 95,SLIS @ 60 Committee,1987-11,lorem ipsum dolor,dean; library,Quezon City,47.08654742,27.420599,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0096,comp2.JPG,,SLIS Pic 96,SLIS @ 60 Committee,1987-12,lorem ipsum dolor,information science,Quezon City,47.43156406,27.76561564,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0097,comp3.jpg,,SLIS Pic 97,SLIS @ 60 Committee,1988-01,lorem ipsum dolor,upslis; 60th anniversary;,Quezon City,47.7765807,28.11063228,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0098,consuelodamaso.jpg,,SLIS Pic 98,SLIS @ 60 Committee,1988-02,lorem ipsum dolor,faculty; teacher,Quezon City,48.12159734,28.45564892,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0099,cov1.jpg,,SLIS Pic 99,SLIS @ 60 Committee,1988-03,lorem ipsum dolor,dean; library,Quezon City,48.46661398,28.80066556,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0100,cov2.jpg,,SLIS Pic 100,SLIS @ 60 Committee,1988-04,lorem ipsum dolor,information science,Quezon City,48.81163062,29.1456822,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0101,cov3.jpg,,SLIS Pic 101,SLIS @ 60 Committee,1988-05,lorem ipsum dolor,upslis; 60th anniversary;,Quezon City,49.15664726,29.49069884,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0102,cov4.jpg,,SLIS Pic 102,SLIS @ 60 Committee,1988-06,lorem ipsum dolor,faculty; teacher,Quezon City,49.5016639,29.83571548,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0103,cov5.jpg,,SLIS Pic 103,SLIS @ 60 Committee,1988-07,lorem ipsum dolor,dean; library,Quezon City,49.84668054,30.18073211,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0104,cov6.jpg,,SLIS Pic 104,SLIS @ 60 Committee,1988-08,lorem ipsum dolor,information science,Quezon City,50.19169717,30.52574875,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0105,cov7.jpg,,SLIS Pic 105,SLIS @ 60 Committee,1988-09,lorem ipsum dolor,upslis; 60th anniversary;,Quezon City,50.53671381,30.87076539,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0106,coverfront.jpg,,SLIS Pic 106,SLIS @ 60 Committee,1988-10,lorem ipsum dolor,faculty; teacher,Quezon City,50.88173045,31.21578203,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0107,dante.jpg,,SLIS Pic 107,SLIS @ 60 Committee,1988-11,lorem ipsum dolor,dean; library,Quezon City,51.22674709,31.56079867,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0108,dean001damaso.JPG,,SLIS Pic 108,SLIS @ 60 Committee,1988-12,lorem ipsum dolor,information science,Quezon City,51.57176373,31.90581531,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0109,dean002bulaong.JPG,,SLIS Pic 109,SLIS @ 60 Committee,1989-01,lorem ipsum dolor,upslis; 60th anniversary;,Quezon City,51.91678037,32.25083195,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0110,dean003furbeyre.JPG,,SLIS Pic 110,SLIS @ 60 Committee,1989-02,lorem ipsum dolor,faculty; teacher,Quezon City,52.26179701,32.59584859,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0111,dean004mangahas.JPG,,SLIS Pic 111,SLIS @ 60 Committee,1989-03,lorem ipsum dolor,dean; library,Quezon City,52.60681365,32.94086523,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0112,dean005dimalanta.JPG,,SLIS Pic 112,SLIS @ 60 Committee,1989-04,lorem ipsum dolor,information science,Quezon City,52.95183029,33.28588187,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0113,dean006picache.JPG,,SLIS Pic 113,SLIS @ 60 Committee,1989-05,lorem ipsum dolor,upslis; 60th anniversary;,Quezon City,53.29684693,33.6308985,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0114,dean007vallejo.JPG,,SLIS Pic 114,SLIS @ 60 Committee,1989-06,lorem ipsum dolor,faculty; teacher,Quezon City,53.64186356,33.97591514,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0115,dean008santos.JPG,,SLIS Pic 115,SLIS @ 60 Committee,1989-07,lorem ipsum dolor,dean; library,Quezon City,53.9868802,34.32093178,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0116,dean009sison.JPG,,SLIS Pic 116,SLIS @ 60 Committee,1989-08,lorem ipsum dolor,information science,Quezon City,54.33189684,34.66594842,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0117,dean010cruz.JPG,,SLIS Pic 117,SLIS @ 60 Committee,1989-09,lorem ipsum dolor,upslis; 60th anniversary;,Quezon City,54.67691348,35.01096506,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0118,dean011faderon.JPG,,SLIS Pic 118,SLIS @ 60 Committee,1989-10,lorem ipsum dolor,faculty; teacher,Quezon City,55.02193012,35.3559817,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0119,dean012aguirre.JPG,,SLIS Pic 119,SLIS @ 60 Committee,1989-11,lorem ipsum dolor,dean; library,Quezon City,55.36694676,35.70099834,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0120,dean013cabbab.JPG,,SLIS Pic 120,SLIS @ 60 Committee,1989-12,lorem ipsum dolor,information science,Quezon City,55.7119634,17.07009983,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0121,dean014obille.JPG,,SLIS Pic 121,SLIS @ 60 Committee,1990-01,lorem ipsum dolor,upslis; 60th anniversary;,Quezon City,56.05698004,17.41511647,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0122,deans.jpg,,SLIS Pic 122,SLIS @ 60 Committee,1990-02,lorem ipsum dolor,faculty; teacher,Quezon City,56.40199668,17.76013311,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0123,diploma.jpg,,SLIS Pic 123,SLIS @ 60 Committee,1990-03,lorem ipsum dolor,dean; library,Quezon City,56.74701331,18.10514975,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0124,eli.JPG,,SLIS Pic 124,SLIS @ 60 Committee,1990-04,lorem ipsum dolor,information science,Quezon City,57.09202995,18.45016639,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0125,elvie.jpg,,SLIS Pic 125,SLIS @ 60 Committee,1990-05,lorem ipsum dolor,upslis; 60th anniversary;,Quezon City,57.43704659,18.79518303,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0126,facultybono.JPG,,SLIS Pic 126,SLIS @ 60 Committee,1990-06,lorem ipsum dolor,faculty; teacher,Quezon City,57.78206323,19.14019967,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0127,facultydan.JPG,,SLIS Pic 127,SLIS @ 60 Committee,1990-07,lorem ipsum dolor,dean; library,Quezon City,58.12707987,19.48521631,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0128,facultyeli.jpg,,SLIS Pic 128,SLIS @ 60 Committee,1990-08,lorem ipsum dolor,information science,Quezon City,58.47209651,19.83023295,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0129,facultyigor.JPG,,SLIS Pic 129,SLIS @ 60 Committee,1990-09,lorem ipsum dolor,upslis; 60th anniversary;,Quezon City,58.81711315,20.17524958,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0130,facultyiy.jpg,,SLIS Pic 130,SLIS @ 60 Committee,1990-10,lorem ipsum dolor,faculty; teacher,Quezon City,59.16212979,20.52026622,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0131,facultykate.JPG,,SLIS Pic 131,SLIS @ 60 Committee,1990-11,lorem ipsum dolor,dean; library,Quezon City,59.50714643,20.86528286,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0132,facultymark.JPG,,SLIS Pic 132,SLIS @ 60 Committee,1990-12,lorem ipsum dolor,information science,Quezon City,59.85216307,21.2102995,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0133,facultymg.jpg,,SLIS Pic 133,SLIS @ 60 Committee,1991-01,lorem ipsum dolor,upslis; 60th anniversary;,Quezon City,60.1971797,21.55531614,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0134,facultynathan.jpg,,SLIS Pic 134,SLIS @ 60 Committee,1991-02,lorem ipsum dolor,faculty; teacher,Quezon City,60.54219634,21.90033278,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0135,facultyrhea.JPG,,SLIS Pic 135,SLIS @ 60 Committee,1991-03,lorem ipsum dolor,dean; library,Quezon City,60.88721298,22.24534942,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0136,facultysonia.JPG,,SLIS Pic 136,SLIS @ 60 Committee,1991-04,lorem ipsum dolor,information science,Quezon City,61.23222962,22.59036606,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0137,facultyyhna.JPG,,SLIS Pic 137,SLIS @ 60 Committee,1991-05,lorem ipsum dolor,upslis; 60th anniversary;,Quezon City,61.57724626,22.9353827,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0138,gab11-1985.jpg,,SLIS Pic 138,SLIS @ 60 Committee,1991-06,lorem ipsum dolor,faculty; teacher,Quezon City,61.9222629,23.28039934,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0139,gab12-1990dr.williams.nasri.JPG,,SLIS Pic 139,SLIS @ 60 Committee,1991-07,lorem ipsum dolor,dean; library,Quezon City,62.26727954,23.62541597,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0140,gab13-1991.JPG,,SLIS Pic 140,SLIS @ 60 Committee,1991-08,lorem ipsum dolor,information science,Quezon City,62.61229618,23.97043261,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0141,gab13-1991b.JPG,,SLIS Pic 141,SLIS @ 60 Committee,1991-09,lorem ipsum dolor,upslis; 60th anniversary;,Quezon City,62.95731282,24.31544925,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0142,gab14-1992mr.ericvajda.JPG,,SLIS Pic 142,SLIS @ 60 Committee,1991-10,lorem ipsum dolor,faculty; teacher,Quezon City,63.30232946,24.66046589,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0143,gab15-1993.JPG,,SLIS Pic 143,SLIS @ 60 Committee,1991-11,lorem ipsum dolor,dean; library,Quezon City,63.64734609,25.00548253,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0144,gab15-19931.JPG,,SLIS Pic 144,SLIS @ 60 Committee,1991-12,lorem ipsum dolor,information science,Quezon City,63.99236273,25.35049917,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0145,gab16-1994.JPG,,SLIS Pic 145,SLIS @ 60 Committee,1992-01,lorem ipsum dolor,upslis; 60th anniversary;,Quezon City,64.33737937,25.69551581,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0146,gab23-2002_dr.alvinmarcelo.JPG,,SLIS Pic 146,SLIS @ 60 Committee,1992-02,lorem ipsum dolor,faculty; teacher,Quezon City,64.68239601,26.04053245,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0147,gab23-2002roman.JPG,,SLIS Pic 147,SLIS @ 60 Committee,1992-03,lorem ipsum dolor,dean; library,Quezon City,65.02741265,26.38554909,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0148,gab33-2012.JPG,,SLIS Pic 148,SLIS @ 60 Committee,1992-04,lorem ipsum dolor,information science,Quezon City,65.37242929,26.73056572,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0149,gab35-2014.JPG,,SLIS Pic 149,SLIS @ 60 Committee,1992-05,lorem ipsum dolor,upslis; 60th anniversary;,Quezon City,65.71744593,27.07558236,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0150,gab35-2014b.JPG,,SLIS Pic 150,SLIS @ 60 Committee,1992-06,lorem ipsum dolor,faculty; teacher,Quezon City,66.06246257,27.420599,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
coll0151,gabhead.jpg,,SLIS Pic 151,SLIS @ 60 Committee,1992-07,lorem ipsum dolor,dean; library,Quezon City,66.40747921,27.76561564,UP SLIS Archives,,Image;StillImage,image/jpeg,,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the UP SLIS.,http://rightsstatements.org/vocab/NoC-US/1.0/
